id,name,category,category_slug,city,city_slug,area,address,phone,email,website,pincode,rating,google_cid,active
aura-party-hall-pitampura-delhi-ncr,Aura Party Hall,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Pitampura,"Outer Ring Rd, Block BU, Ranikhet, Pitampura, Delhi, 110034",9109311506918,,,110034,3.9,8061079314825961298,yes
legend-banquet-rohini-delhi-ncr,Legend Banquet,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Rohini,"Ess Ess Plaza, Plot No.1, Community Centre, IIIrd Floor, Opposite Pocket D 17, near Jiims College & Hp Petrol Pump, Sector 3, Rohini, Delhi, 110085",9109811473800,legendbanquet25@gmail.com,http://www.legendbanquet.com/,110085,3.9,840090665937597493,yes
apsara-grand-banquets-new-delhi-delhi-ncr,Apsara Grand Banquets,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,New Delhi,"A-1 / 20 B, Rohtak Rd, near Metro Station Paschim Vihar West, opp. Metro Pillar No. 255, A1 Block Paschim Vihar, Block A, Paschim Vihar, New Delhi, Delhi, 110063",9109355116800,,,110063,4,6154970176069562085,yes
flavours-from-heaven-najafgarh-rd-delhi-ncr,Flavours From Heaven,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Najafgarh Rd,"Kirti nagar Opp. Metro pillar no 337 main Building, No. 6, Najafgarh Rd, New Delhi, Delhi 110015",9109911118792,ask@websco.xyz,http://cookbest.in/flavoursfromheaven,110015,4,11898059813889276453,yes
green-lounge-banquets-peeragarhi-paschim-vihar-delhi-ncr,Green Lounge Banquets Peeragarhi,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Paschim Vihar,"F-4, Rohtak Rd, opposite Metro Pillar Number 311, Peera Garhi, Udyog Nagar, Paschim Vihar, Delhi, 110041",9107303249317,No Email found,http://greenloungebanquets.com/,110041,4,8419286555332056935,yes
mehak-wedding-banquet-opp-metro-pillar-no-delhi-ncr,Mehak Wedding Banquet,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,opp. Metro Pillar No,"Plot No. 43, Road No. 35,West Punjabi Bagh, 145, Rohtak Rd, opp. Metro Pillar No, Delhi, 110026",9108743000092,info@suryagrand.com,http://www.suryagrand.com/,110026,4,8296610196028340298,yes
grand-empire-new-delhi-delhi-ncr,Grand Empire,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,New Delhi,"1, Mahakavi Goswami Tulsidas Marg, Pocket J-A, Hari Enclave, Hari Nagar, New Delhi, Delhi, 110064",,,,110064,4.2,15820478303173965268,yes
banquet-halls-in-pitampura-new-delhi-delhi-ncr,Banquet Halls in Pitampura,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,New Delhi,"MP Mall, near, Gopal Mandir Marg, Block MP, Poorvi Pitampura, Pitampura, New Delhi, Delhi, 110034",9107969071914,info@weddingbanquets.in,https://weddingbanquets.in/banquet-halls/delhi/pitampura,110034,4.8,3726506638862604639,yes
weddingzin-banquet-udyog-nagar-mangolpuri-delhi-ncr,"Weddingz.In Banquet ,Udyog Nagar",Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Mangolpuri,"D-9, Rohtak Rd, Peera Garhi, Udyog Nagar, Mangolpuri, Delhi, 110041",9108048125285,info.weddingz@oyorooms.com,https://weddingz.in/delhi/weddingzin-banquet-udyog-nagar/?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=27116,110041,4.1,3415935225788730434,yes
royal-occasion-banquet-rohini-delhi-ncr,Royal Occasion Banquet,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Rohini,"D-12, 187/188, Sai Baba Chowk, Pocket 12, Sector 8, Rohini, Delhi, 110085",9109891918989,,,110085,4,15234159620675542913,yes
banquet-vardaan-palace-burari-the-best-banquet-hall-nearby-burari-santnagar-delhi-best-banquet-hall-in-north-delhi-ibrahimpur-delhi-ncr,Banquet Vardaan Palace Burari-the best banquet hall nearby burari santnagar delhi-best banquet hall in north delhi,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Ibrahimpur,"Bus stand, Main, Burari Rd, Kurar Ibrahimpur Village, Ibrahimpur, Delhi, 110084",9108743939797,banquetsuryaprime@gmail.com,http://www.suryabanquets.com/,110084,4.4,7368335335792753198,yes
tivoli-garden-resort-new-delhi-delhi-ncr,Tivoli Garden Resort,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,New Delhi,"Tivoli Garden Resort, Main, GT Karnal Rd, opp. Sai Baba Mandir, Alipur, New Delhi, Delhi, 110036",9101171802222,intl-segmenter@11.7.10,https://www.tivoligardenresort.com/,110036,4.5,12958331865602801034,yes
maharaja-banquets-paschim-vihar-delhi-ncr,Maharaja Banquets,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Paschim Vihar,"A-1/20A, Main New Rohtak Road, Opposite Metro Pillar No. 256, Paschim Vihar, Delhi, 110063",9109899622690,No Email found,http://www.maharajabanquet.com/,110063,3.9,7253085064915211458,yes
trinity-banquet-by-the-grand-iris-kavi-nagar-ghaziabad,Trinity Banquet by The Grand Iris,Banquet Halls,banquet-halls,Ghaziabad,ghaziabad,Kavi Nagar,"MC9X+JC7, Block C, Sector 18, Kavi Nagar, Ghaziabad, Uttar Pradesh 201002",9109818249200,,,201002,4.6,11262396709738231115,yes
the-crystal-palace-delhi-delhi-ncr,The Crystal Palace,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Delhi,"A9 ground floor, Hiralal Market, Sector 20, Rohini, Delhi, New Delhi, Delhi 110086",9107042424242,,,110086,4.4,11981609183335328761,yes
sanskriti-farm-house-hastsal-delhi-ncr,Sanskriti Farm House,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Hastsal,"Shiv Vihar West, Hastsal, Delhi, 110059",9108287193213,,,110059,4.1,9158910277475256403,yes
the-greetings-banquet-hall-pitampura-delhi-ncr,The Greetings Banquet Hall,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Pitampura,"The Greetings Banquet, G-3 Cascade Shopping Center Netaji Subhash Place, Pitampura, New Delhi, Delhi 110034",9101140016208,info.weddingz@oyorooms.com,https://weddingz.in/delhi/the-greetings-banquet-wazirpur/,110034,3.9,18094182692843772292,yes
hotel-jageer-palace-new-delhi-delhi-ncr,Hotel Jageer Palace,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,New Delhi,"6, Ring Rd, Block E, Mansarover Garden, New Delhi, Delhi, 110015",9108285300709,info@hoteljageerpalace.com,http://www.hoteljageerpalace.com/,110015,4.5,13455230259773983495,yes
s-s-vatika-uttam-nagar-delhi-ncr,S. S. Vatika,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Uttam Nagar,"Metro Pillar No: 696, Metro Station, 697, Najafgarh Rd, near Uttam Nagar West, Phase 1, Om Vihar, Uttam Nagar, Delhi, 110059",9109871816366,,,110059,3.9,5347942397270578146,yes
shiv-palace-rohini-delhi-ncr,Shiv Palace,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Rohini,"P452+222, Budh Bazar Rd, Hargovind Vihar, Sector 4, Pocket A, Sector 4, Rohini, Delhi, 110085",9109810811998,,,110085,3.8,3620049465878600306,yes
shri-ishwar-vatika-nangloi-delhi-ncr,Shri Ishwar Vatika,Banquet Halls,banquet-halls,Delhi NCR,delhi-ncr,Nangloi,"Nangloi Najafgarh Road, Nilothi, More, Nangloi, Delhi, 110041",9109811345839,No Email found,https://www.instagram.com/officialpartykarenge/,110041,3.9,9724659439464641226,yes
hyatt-pune-kalyani-nagar-pune,Hyatt Pune,Banquet Halls,banquet-halls,Pune,pune,Kalyani Nagar,"88, Pune Nagar Rd, adjacent to Aga Khan Palace, Kalyani Nagar, Pune, Maharashtra 411006",9102041411234,,,411006,4.5,2.74642E+17,yes
bookwedgo-adyar-chennai,Bookwedgo,Banquet Halls,banquet-halls,Chennai,chennai,Adyar,"9/5, 1st Cross St, Karpagam Gardens, Adyar, Chennai, Tamil Nadu 600020",9109778415065,,,600020,4.9,17192464416511279942,yes
bloom-events-catering-banquets-workshops-shivajinagar-pune,Bloom - events | catering | banquets | workshops |,Banquet Halls,banquet-halls,Pune,pune,Shivajinagar,"Hotel Centro, Shirole Road, opp. Darode Jog, off Apte Road, Shivajinagar, Pune, Maharashtra 411004",9108484927884,,,411004,4.8,3475351574787083967,yes
shivjay-mini-hall-banquet-hall-in-perugudi-omr-perungudi-chennai,SHIVJAY MINI HALL - Banquet hall in Perugudi | OMR,Banquet Halls,banquet-halls,Chennai,chennai,Perungudi,"Plot No.45, 1st Main Rd, Thirumalai Nagar Annexe, Perungudi, Chennai, Tamil Nadu 600096",9109176566666,,,600096,4.4,8703120002302427686,yes
siddhi-gardens-and-banquets-erandwane-pune,Siddhi Gardens and Banquets,Banquet Halls,banquet-halls,Pune,pune,Erandwane,"7/2-4, 100 Ft DP Road Near Mhatre Bridge, DP Rd, Vakil Nagar, Erandwane, Pune, Maharashtra 411052",9108282824640,info@siddhibanquets.com,http://www.siddhibanquets.com/,411052,4.3,3325305907399956101,yes
green-apple-banquet-hall-anna-nagar-west-extension-chennai,Green Apple Banquet hall,Banquet Halls,banquet-halls,Chennai,chennai,Anna Nagar West Extension,"50, Park Rd, Soundarya Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",9107449000333,contact@green-apple.in,http://www.green-apple.in/,600101,4.9,15029421613455531152,yes
crystal-banquet-ac-party-hall-anna-nagar-west-chennai,Crystal Banquet AC Party Hall,Banquet Halls,banquet-halls,Chennai,chennai,Anna Nagar West,"201/847, Old no 201, New, 6th Ave, Anna Nagar West, Chennai, Tamil Nadu 600040",9109940578787,,,600040,4.7,4521956835916548988,yes
marigold-banquets-n-conventions-bavdhan-pune,Marigold Banquets 'N' Conventions,Banquet Halls,banquet-halls,Pune,pune,Bavdhan,"Opp, Windmill Village Rd, Windmill Village, Bavdhan, Pune, Maharashtra 411021",9109090404444,reservation@marigoldbanquets.com,http://www.marigoldbanquets.com/,411021,4.6,6838898511302696564,yes
raaga-heritage-banquets-lawns-pune-pimpri-chinchwad,Raaga Heritage Banquets & Lawns,Banquet Halls,banquet-halls,Pimpri-Chinchwad,pimpri-chinchwad,pune,"Survey No. 33/4, Raaga Heritage, Marunji Rd, near Laxmi Chowk, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, pune, Pimpri-Chinchwad, Maharashtra 411057",9108806077799,Group-8@2x.png,https://miraclegroups.in/,411057,4.7,3671729815130430386,yes
anuraag-party-hall-shenoy-nagar-chennai,ANURAAG PARTY HALL,Banquet Halls,banquet-halls,Chennai,chennai,Shenoy Nagar,"No.16B, Gajapathy St, opp. Metro Station, Temple, Shenoy Nagar West, Nr. Bagvati, Shenoy Nagar, Chennai, Tamil Nadu 600030",9109500062277,,,600030,4.8,7247038719172040324,yes
olive-and-orchard-banquet-halls-kodambakkam-pune,Olive and Orchard Banquet Halls,Banquet Halls,banquet-halls,Pune,pune,Kodambakkam,"New no: 148, 1, Arcot Rd, next to Slam Fitness, Ganga Nagar, Kodambakkam, Chennai, Tamil Nadu 600024",9107299972020,,,600024,4.4,17868706429218709168,yes
urban-banquets-best-banquet-hall-in-pune-yerawada-pune,Urban Banquets - Best Banquet hall in Pune,Banquet Halls,banquet-halls,Pune,pune,Yerawada,"Shanti Rakshak Society, Ishanya Mall Rd, Shastrinagar, Yerawada, Pune, Maharashtra 411006",9109309236450,No Email found,https://www.urbanbanquetspune.com/,411006,4.6,8159653217232876895,yes
aisshwarya-banquet-hall-ambegaon-budruk-pune,Aisshwarya Banquet Hall,Banquet Halls,banquet-halls,Pune,pune,Ambegaon Budruk,"12 2A, Dalvi Park Near Shiv Shrushti, Katraj-Dehu Rd Bypass, Highway, Ambegaon Budruk, Pune, Maharashtra 411046",9107590075900,bootstrap@5.2.1,https://aisshwaryabanquethall.com/,411046,4.5,17500298952004184886,yes
ira-chennai-best-party-hall-in-chennai-just-chennai,IRA Chennai- Best Party Hall in Chennai,Banquet Halls,banquet-halls,Chennai,chennai,just,"Back Gate, 66/137, Harrington Rd, off Poonamallee High Road, opposite PACHAIYAPPAS COLLEGE, just, Chennai, Tamil Nadu 600030",9107200345041,,https://www.irachennai.in/,600030,4.6,2836783116872016899,yes
blue-sky-banquets-kondhwa-budruk-pune,Blue Sky Banquets,Banquet Halls,banquet-halls,Pune,pune,Kondhwa Budruk,"Gangadham - Shatrunjay Rd, beside Shantinagar Jain Mandir, Kondhwa Budruk, Pune, Maharashtra 411048",9107020104880,,,411048,4.9,77858818704202695,yes
ceelam-grand-banquet-hall-kodungaiyur-chennai,CEELAM GRAND - BANQUET HALL,Banquet Halls,banquet-halls,Chennai,chennai,Kodungaiyur,"2, Tondiarpet High Rd, Kodungaiyur (East), MR Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118",9108939822255,info@ndiscovered.com,http://www.ceelamgrand.com/,600118,4.7,331007059305437305,yes
vishnukrupa-hall-shaniwar-peth-pune,Vishnukrupa Hall,Banquet Halls,banquet-halls,Pune,pune,Shaniwar Peth,"259, T Saheb KK Marg, Near Omkareshwar Mandir, Shaniwar Peth, Pune, Maharashtra 411030",9102024457202,No Email found,http://vishnukrupahallpune.com/,411030,4.4,10270044131084530386,yes
reva-hall-gerugambakkam-chennai,Reva Hall,Banquet Halls,banquet-halls,Chennai,chennai,Gerugambakkam,"208, Anna Street, Tharappakkam Rd, Gerugambakkam, Chennai, Tamil Nadu 600128",9107200616823,No Email found,https://www.instagram.com/reva_hall_?igsh=MW80YWN4bWloM2IzOQ==,600128,5,14134079808970077026,yes
samudra-veg-and-banquet-hall-sadashiv-peth-pune,Samudra Veg and Banquet Hall,Banquet Halls,banquet-halls,Pune,pune,Sadashiv Peth,"1st,2nd Floor, Saras Baug Rd, next to Apollo Spectra Hospital, behind Baburao Sanas Sports Ground, Vijayanagar Colony, Sadashiv Peth, Pune, Maharashtra 411030",9107387017242,No Email found,https://www.instagram.com/samudravegbanquethall,411030,4.8,7827568089750836165,yes
atlantis-mini-banquet-hall-chennais-1st-decorated-villa-banquet-hall-free-decorations-anna-nagar-chennai,ATLANTIS MINI BANQUET HALL Chennai's 1st Decorated Villa Banquet hall (Free Decorations),Banquet Halls,banquet-halls,Chennai,chennai,Anna Nagar,"AA 46, AA Block 2nd St, behind Nalli silks), Roundtana, Lapis lagoon, AA Block, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040",9109363240030,No Email found,https://g.co/kgs/zoVS4YP,600040,4.5,14011259150571867685,yes
hyath-mahal-george-town-chennai,Hyath Mahal,Banquet Halls,banquet-halls,Chennai,chennai,George Town,"196, Prakasam Road, Broadway, George Town, Chennai, Tamil Nadu 600001",9106379419270,hyathmahalbroadway@gmail.com,http://hyathmahal.in/,600001,4.5,3380427858365713870,yes
raaga-palace-pune-pimpri-chinchwad,Raaga Palace,Banquet Halls,banquet-halls,Pimpri-Chinchwad,pimpri-chinchwad,Pune,"Mother Teresa Flyover, near Nathu Nadhe corner, Vijay Nagar, Kalewadi, Pune, Pimpri-Chinchwad, Maharashtra 411017",9108888477799,,,411017,4.4,6194852394384494624,yes
manthra-halls-banquet-halls-for-wedding-babyshower-corporate-events-private-parties-chennai-mandaveli-chennai,"Manthra Halls - Banquet Halls for Wedding, Babyshower, Corporate Events & Private Parties Chennai",Banquet Halls,banquet-halls,Chennai,chennai,Mandaveli,"23 (Old No. 10, Venkatakrishna Rd, Perumal Koil Thottam, Ramakrishna Nagar, Mandaveli, Chennai, Tamil Nadu 600028",9109043613818,intl-segmenter@11.7.10,http://www.manthrahalls.in/,600028,4.8,6182447267484762574,yes
veer-banquets-ac-hall-dhayari-pune,VEER BANQUET'S AC HALL,Banquet Halls,banquet-halls,Pune,pune,Dhayari,"Sr No 75/9 Dattavaibhav Avenue Building,Dattavaibhav Park, Raikar Mala Rd, Dhayari, Pune, Maharashtra 411041",9108698107171,No Email found,https://www.instagram.com/veer_banquets?igsh=OGRzaHoxaWZiaWF3,411041,4.8,3350460525677973710,yes
grand-marina-banquet-halls-for-birthday-parties-baby-showers-engagements-corporate-events-private-parties-egmore-egmore-chennai,"Grand Marina - Banquet Halls for Birthday Parties, Baby Showers, Engagements, Corporate Events & Private Parties Egmore",Banquet Halls,banquet-halls,Chennai,chennai,Egmore,"Veerasamy St, Egmore, Chennai, Tamil Nadu 600008",9109360931046,bootstrap@5.3.6,https://themadrasgrand.com/banquet/,600008,4.8,12674069845404611948,yes
raaga-imperio-best-family-restaurant-bar-best-banquet-hall-pcmc-tathawade-pune,Raaga Imperio |Best family Restaurant & Bar| Best Banquet Hall PCMC|,Banquet Halls,banquet-halls,Pune,pune,Tathawade,"Raaga Imperio, Survey No. 169, Aundh - Ravet BRTS Rd, near Tulja Bhavani Vajan Kata, Tathawade, Pune, Maharashtra 411033",9108888177799,,,411033,4.3,13893946138515661918,yes
shyamala-hall-west-mambalam-chennai,Shyamala hall,Banquet Halls,banquet-halls,Chennai,chennai,West Mambalam,"24, Srinivasa Iyer St, Perambur, Vivekanandapuram, West Mambalam, Chennai, Tamil Nadu 600033",9109150004978,shyamalahall@gmail.com,http://www.shyamalahall.com/,600033,4.5,8950847465423335483,yes
pearl-banquet-hall-pimpri-chinchwad-pune,Pearl Banquet Hall,Banquet Halls,banquet-halls,Pune,pune,Pimpri-Chinchwad,"Pearl Hall, Service Rd, near Phoenix Mall, Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad, Pune, Maharashtra 411057",9108010375319,scrollreveal@4.0.0,https://sayajihotels.com/sayaji-pune/banquet/pearl-hall,411057,4.9,16804889660766440948,yes
vspacez-banquet-hall-party-hall-event-space-nungambakkam-nungambakkam-chennai,VSpacez | Banquet Hall | Party Hall | Event Space | Nungambakkam,Banquet Halls,banquet-halls,Chennai,chennai,Nungambakkam,"3rd Floor, Yesde House, No: 131, Valluvar Kottam High Rd, Ponnangipuram, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034",9107904757565,No Email found,http://vspacez.co.in/,600034,4.8,393966608109637495,yes
dwaraka-palace-thiruvanmiyur-chennai,Dwaraka Palace,Banquet Halls,banquet-halls,Chennai,chennai,Thiruvanmiyur,"63, 1st Seaward Rd, Valmiki Nagar, Thiruvalluvar Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",9104440054001,dwarakapalace@hkmchennai.org,http://kalyanamandapam.com/,600041,4.5,10587445382726831589,yes
nahata-lawns-banquets-vadgaon-budruk-pune,Nahata Lawns & Banquets,Banquet Halls,banquet-halls,Pune,pune,Vadgaon Budruk,"29/1B, Sinhgad Rd, next to Vidya Sahakri Bank, Near Veer Baji Pasalkar Chowk, Kirti Nagar, Vadgaon Budruk, Pune, Maharashtra 411041",9107770007753,nahatalawns@gmail.com,http://www.nahatalawns.com/,411041,4.8,14370587242515952143,yes
silver-banquet-hall-pune-pune,Silver Banquet Hall,Banquet Halls,banquet-halls,Pune,pune,Pune,"Aundh - Ravet BRTS Rd, near Dange Chowk Road, Ram Nagar, Tathawade, Pune, Pimpri-Chinchwad, Maharashtra 411033",9107768005252,No Email found,https://silverbanquethall.in/,411033,4.6,18101040054169431282,yes
thanas-party-hall-aminjikarai-chennai,Thanas Party Hall,Banquet Halls,banquet-halls,Chennai,chennai,Aminjikarai,"2/5, Narasimman St, Ayyavoo Colony, Aminjikarai, Chennai, Tamil Nadu 600030",9106374328880,,,600030,4.6,13654090188532775534,yes
